folder,claim_id,source_file,status,falsifier_text,quantity,units,how_obtained,reference,maps_to,breaks_at,downgrade_reason,notes,batch
cooperative-substrate,CSP_023,cooperative-substrate/CLAIM_TABLE.md,MEASURED,a seed case with harshness independent of the C2/C3 apparatus,harshness-vs-apparatus independence verdict per seed case,verdict label from scope_check.py (UNRESOLVED_HARSHNESS_ENTANGLED / SCOPE_NOT_SUFFICIENT / ABSENCE_IS_THE_FINDING),"null_search() over the five seed cases; the constructed independent-harsh case fires SCOPE_NOT_SUFFICIENT, so the null is not CONSTANT_SILENT",,,,,,7
cooperative-substrate,CSP_024,cooperative-substrate/CLAIM_TABLE.md,MEASURED,an undeclared-`t_visible` action that reads `TRACKED` or `DECLARED_UNKNOWN` rather than `UNDECLARED`,gate verdict for an action with no declared t_visible,verdict label from P5.gate (UNDECLARED / TRACKED / DECLARED_UNKNOWN),"p5_anchors(); ratio gate fires at exactly 10, not 9.9; antibiotic anchor lands at 101.5",,,,,,7
cooperative-substrate,CSP_025,cooperative-substrate/CLAIM_TABLE.md,MEASURED,a v1-shaped model that distinguishes error-correction from contestation,three-stance capability of the model (accept / correct / contest),boolean has_three_stances,v1_has_correct_mode() over v1's p4_goal_coherence.py (returns False); the delivered v2 file names the cut but is truncated,,,,,,7
cooperative-substrate,CSP_026,cooperative-substrate/CLAIM_TABLE.md,MEASURED,a reachable study set that runs the null,existence of a reachable literature study set on which the §3 null runs,boolean reachable/not (null over real designs is NOT_RUN under the egress allowlist),attempt to fetch studies; egress probe carried from EVIDENCE_PACK.md,,,,,existence-type falsifier; claim is UNVERIFIED (null) / SUPPORTED (§6 met),7
emergence-stability-simulator,EMRG_001,emergence-stability-simulator/samples/CLAIM_TABLE.sample.json,MEASURED,parasitic_drift <= stable_drift over 1000+ runs,average drift per agent class,"dimensionless sim drift (stable 0.0134 vs parasitic 0.2232, ratio 16.6)",run_monte_carlo.py Monte Carlo runs (1000+); drift metric from sim_engine,,,,,,7
emergence-stability-simulator,EMRG_002,emergence-stability-simulator/samples/CLAIM_TABLE.sample.json,MEASURED,stable_win_rate < 0.5 in independent replication,stable-agent win rate,fraction of runs won (current 1.0 vs 0.0),independent replication of the Monte Carlo run,,,,,,7
emergence-stability-simulator,EMRG_003,emergence-stability-simulator/samples/CLAIM_TABLE.sample.json,MEASURED,parasitic_amplifications <= stable_amplifications,cascade amplifications per agent class,sim amplification units (0.0176 vs 0.3624),sim_engine cascade metric over Monte Carlo runs,,,,,,7
emergence-stability-simulator,EMRG_004,emergence-stability-simulator/samples/CLAIM_TABLE.sample.json,MEASURED,parasitic_energy <= stable_energy,energy spend per agent class,"sim energy units (1.018 vs 3.221, waste_ratio 3.16)",sim_engine energy accounting over Monte Carlo runs,,,,,,7
emergence-stability-simulator,EMRG_005,emergence-stability-simulator/samples/CLAIM_TABLE.sample.json,MEASURED,bifurcation_rate < 0.1 in replications,bifurcation rate with parasitic agents present,fraction of runs bifurcating (measured 0.0; prediction was > 0.3),replication runs of the Monte Carlo pipeline,,,,,claim status inconclusive; criterion as written fires on the negative,7
emergence-stability-simulator,EMRG_006,emergence-stability-simulator/samples/CLAIM_TABLE.sample.json,MEASURED,parasitic_majority correlation <= stable_majority correlation (parasitic attractor is at least as strong).,coupling-drift correlation per majority composition,correlation coefficient,mode comparison / sensitivity runs,,,,,status refuted in the sample table,7
emergence-stability-simulator,EMRG_007,emergence-stability-simulator/samples/CLAIM_TABLE.sample.json,MEASURED,"scale_builder stable drift >= parasitic stable drift over 100+ runs, OR anchoring_fraction_of_effect < 0.5 (meaning the fabricated recovery_modifier dominates).",avg stable drift per pairing and anchoring_fraction_of_effect,drift units and fraction (directional gap 0.00378; anchoring fraction 1.0),"sim_engine.run_mode_comparison with anchored-physics control, 100+ runs",,,,,attribution half satisfied by construction after round-6 removal; see CASE_STUDY_NARRATIVE_INSTINCT.md,7
emergence-stability-simulator,EMRG_008,emergence-stability-simulator/samples/CLAIM_TABLE.sample.json,MEASURED,"inverted pair stable drift <= substrate-only stable drift, OR anchored-control pair entropy >= inverted pair entropy, OR inverted_no_emission_control drift <= 100 * substrate_only drift (destruction would then be carried by the fabricated emission alone).",pair drift and entropy across inverted / anchored-control / no-emission-control scenarios,drift and entropy sim units (inverted drift 8729 vs substrate-only 0.0136),sim_engine.run_mode_comparison with the emission-disabled control,,,,,,7
emergence-stability-simulator,EMRG_009,emergence-stability-simulator/samples/CLAIM_TABLE.sample.json,UNKNOWN,Find a narrative-only system that recognized substrate scaling without external correction. Find an AI trained only on narrative records that modeled substrate civilizations accurately.,,,,,,,requires cross-corpus / training-history evidence outside the simulation; no quantity or instrument named (table itself: 'Not falsifiable in agent simulation'),,7
emergence-stability-simulator,EMRG_010,emergence-stability-simulator/samples/CLAIM_TABLE.sample.json,MEASURED,"Either group fails to show bounded drift without reality stress, OR parasitic_majority drift <= stable_majority drift with reality stress.",group drift with and without reality_perturbation,drift units (quality_gap 1.480 with reality stress),sim_engine.run_attractor_quality_test,,,,,OPEN_RESEARCH item 4 restates this falsifier,7
emergence-stability-simulator,EMRG_011,emergence-stability-simulator/samples/CLAIM_TABLE.sample.json,MEASURED,No threshold curve found -- sustainability looks random across the (ratio x extraction) grid.,sustainability outcome across the (ratio x extraction) grid; threshold-curve existence,sustainability metric per grid cell; boolean threshold-curve presence,"balance_threshold.py, runs per cell",,,,,overlaps OPEN_RESEARCH items 3 and 10,7
emergence-stability-simulator,EMRG_012,emergence-stability-simulator/samples/CLAIM_TABLE.sample.json,MEASURED,Current-estimate composition is at least as sustainable as pre-industrial composition.,sustainability of current-estimate vs pre-industrial composition,sustainability metric from the balance grid,balance_threshold.py composition comparison,,,,,,7
emergence-stability-simulator,EMRG_013,emergence-stability-simulator/samples/CLAIM_TABLE.sample.json,MEASURED,"Apply tools/substrate_substitution.py: replace ""scale_builder"" with ""wind-dispersed insect"" and ""substrate"" with ""grass"". If the resulting mechanism (""wind-dispersed insects help grass recover from disturbance"") is not a [known ecological mechanism]...",known-ecological-mechanism verdict on the substituted claim,boolean verdict after substitution,apply tools/substrate_substitution.py and check the substituted mechanism against known ecology,,,,,status refuted; verdict is an ecological-knowledge judgment on a named tool's output,7
emergence-stability-simulator,EMRG_014,emergence-stability-simulator/samples/CLAIM_TABLE.sample.json,UNKNOWN,"Find an in-simulator scenario where a narrative agent measurably contributes to substrate function via a mechanism whose ecological substitution (""X insects contribute Y to grass"") is a known biological phenomenon.",,,,,,,existence-of-scenario falsifier; 'measurably contributes' names no metric or threshold,,7
emergence-stability-simulator,EMRG_015,emergence-stability-simulator/samples/CLAIM_TABLE.sample.json,MEASURED,"Apply tools/substrate_substitution.py: the substituted claim ""wind-dispersed insects transmit grass methodology across geographic gaps"" is not a known ecological mechanism. Grass spreads by seed dispersal...",known-ecological-mechanism verdict on the substituted transmission claim,boolean verdict after substitution,tools/substrate_substitution.py plus ecological check,,,,,status refuted,7
emergence-stability-simulator,EMRG_016,emergence-stability-simulator/samples/CLAIM_TABLE.sample.json,UNKNOWN,Find substrate populations that systematically refuse to share knowledge with willing learners who demonstrate respect and capacity.,,,,,,,"cross-corpus / ethnographic existence claim; no metric, threshold, or instrument; out of simulation scope",,7
emergence-stability-simulator,EMRG_017,emergence-stability-simulator/samples/CLAIM_TABLE.sample.json,MEASURED,"Anchored control recovers < 50% of the scale_builder advantage, OR the control fails to beat parasitic. Either would mean the recovery_modifier emission carries the bulk of the effect, not anchoring.",anchored-control recovery fraction of the scale_builder advantage,fraction (< 0.5 falsifies),mode-comparison control runs (run_mode_comparison),,,,,,7
emergence-stability-simulator,EMRG_018,emergence-stability-simulator/samples/CLAIM_TABLE.sample.json,MEASURED,Mirror of AI_SCOPE_001 in research-stability-audit. Confirmed if a substrate-trained AI scores >= 0.20 higher than a matched narrative-only AI on a substrate-methodology translation benchmark scored by source-community r...,score difference between substrate-trained and narrative-only AI on the named benchmark,benchmark score points (>= 0.20 gap),"run the substrate-methodology translation benchmark, scored by source-community rubric",,,,,"proposed; benchmark not built; the FC text states the confirmation direction, mirrored as the falsifier",7
emergence-stability-simulator,SENS_001,emergence-stability-simulator/samples/CLAIM_TABLE.sample.json,MEASURED,correlation >= 0 across parameter sweep,parameter-outcome correlation across the sweep,correlation coefficient,sensitivity_analysis.py parameter sweep,,,,,,7
emergence-stability-simulator,SENS_002,emergence-stability-simulator/samples/CLAIM_TABLE.sample.json,MEASURED,correlation <= 0 across parameter sweep,parameter-outcome correlation across the sweep,correlation coefficient,sensitivity_analysis.py parameter sweep,,,,,,7
emergence-stability-simulator,SENS_003,emergence-stability-simulator/samples/CLAIM_TABLE.sample.json,MEASURED,Correlation direction same regardless of environment,correlation direction consistency across environments,sign/direction boolean per environment,sensitivity_analysis.py across environment settings,,,,,,7
emergence-stability-simulator,SENS_004,emergence-stability-simulator/samples/CLAIM_TABLE.sample.json,UNKNOWN,stable_drift increases sharply with coupling,,,,,,,the falsification criterion restates the expected direction of the claim instead of naming a counter-condition; no falsifying reading is specified,status partial in the sample table,7
emergence-stability-simulator,F1,emergence-stability-simulator/OPEN_RESEARCH.md,UNKNOWN,The simulation cannot reproduce real-world observations with any parameter set (then the model structure is insufficient).,,,,,,,"no error metric, tolerance, or observation set named",OPEN_RESEARCH item 1,7
emergence-stability-simulator,F2,emergence-stability-simulator/OPEN_RESEARCH.md,UNKNOWN,The emission changes a qualitative outcome (then it is load-bearing after all).,,,,,,,'qualitative outcome' unspecified; no metric named,OPEN_RESEARCH item 2,7
